prefix,publisher,journals,dois
10.3935,"Pravni Fakultet Sveucilista u Zagrebu - Law School of the University of Zagreb",1,879
10.4104,"Primary Care Respiratory Society UK",1,893
10.2354,"Primate Society of Japan",1,602
10.3754,"Princeton Theological Seminary Library",1,52
10.5639,"Pro Pharma Communications International",1,81
10.7443,"Problemata: International Journal of Philosophy",1,74
10.7125,"Proceedings of the Asia-Pacific Advanced Network",1,63
10.1073,"Proceedings of the National Academy of Sciences",1,117380
10.11610,"Procon, Ltd.",1,60
10.7546,"Prof. Marin Drinov Academic Publishing House",1,10
10.12960,"Professional Association of Social Workers of Madrid",0,0
10.5102,"Programa de Mestrado e Doutorado em Direito do Uniceub",9,828
10.4237,"Programa de Pos Graduacao em Arquitetura e Urbanismo",3,122
10.7813,"Progress IPS",7,605
10.3792,"Project Euclid",3,6422
10.1377,"Project Hope",1,7328
10.2210,"Protein Data Bank",1,168
10.3942,"Protein Structure Initiative Structural Genomic Knowledgebase Rutgers",1,29
10.5584,Proteomass,1,72
10.5245,"Psion Journal",0,0
10.2117,"Psychologia Society",1,292
10.3922,"Psychology and Neuroscience",1,185
10.5084,"Psychomusicology: Music, Mind and Brain",0,0
10.7204,"Public Fin - re use old prefix",0,0
10.5058,"Public Health Research Foundation",1,34
10.1371,"Public Library of Science",9,868871
10.6036,"Publicaciones DYNA",2,223
10.2870,"Publications Office of the European Union",3,7
10.2807,"Publications Office of the European Union",1,12
10.2901,"Publications Office of the European Union",0,0
10.2903,"Publications Office of the European Union",0,0
10.2902,"Publications Office of the European Union",0,0
10.5755,"Publishing House Technologija",14,1996
10.5428,"Publishing House of Pharmaceutical Care and Research",1,430
10.7771,"Purdue University (bepress)",5,858
10.5703,"Purdue University Press",4,105
10.12743,Quanta,1,10
10.11607,"Quintessence Publishing",6,156
10.7748,"RCN Publishing",0,0
10.5031,RIA,1,75
10.3316,"RMIT Publishing",3,192
10.5936,"RNCSB Organization",1,92
10.3768,"RTI Press",0,0
10.5374,"Radiologia.hu Kft.",0,0
10.1148,"Radiological Society of North America",2,9046
10.2484,"Radiology Case Reports U of Washington",1,284
10.5832,Radiomatix,0,0
10.2219,"Railway Technical Research Institute",1,507
10.5041,"Rambam Health Care Campus",1,96
10.7249,"Rand Corporation",0,0
10.12975,"Rast Musicology Journal",1,12
10.4298,"ReVision Publishing",1,41
10.3180,Reactome,1,259
10.12817,"Recent Science Publications",3,3
10.7328,"Recht Feur Deutschland GmbH",2,4978
10.4214,"Rede Euroamericana de Motricidade Humana",0,0
10.11114,"Redfame Publishing",3,92
10.3391,"Regional Euro-Asian Biological Invasions Centre Oy - REABIC",3,699
10.5275,"Remedica Medical Education and Publishing",1,247
10.11612,"Res Philosophica",1,19
10.14203,"Research Center for Electrical Power and Mechatronics",0,0
10.2470,"Research Foundation of CFA Institute",0,0
10.1564,"Research Information Ltd",1,764
10.11640,"Research Institute for Economics and Business Administration - Kobe University",1,18
10.5865,"Research Institute for Knowledge Content Development & Technology",1,8
10.2977,"Research Institute for Mathematical Sciences, Kyoto University",2,435
10.7896,"Research Institute of Agricultural Economics",1,39
10.2299,"Research Institute of Signal Processing",1,94
10.12729,"Research Institute of Veterinary Medicine",1,68
10.3850,"Research Publishing Services",2,172
10.1243,"Research Publishing Services - Professional Engineering Publishing",4,26
10.5845,"Research Society of Buddhism and Cultural Heritage",1,202
10.5751,"Resilience Alliance, Inc.",2,356
10.12689,"Reversal Theory Society",0,0
10.5654,"Revista ACTA Geografica",1,170
10.12971,"Revista Agrotecnologia",1,47
10.7775,"Revista Argentina de Cardiologia",1,131
10.5039,"Revista Brasileira de Ciencias Agrarias",1,514
10.9732,"Revista Brasileira de Estudos Politicos",1,55
10.5581,"Revista Brasileira de Hematologia e Hemoterapia",1,341
10.7824,"Revista Brasileira de Herbicidas",1,24
10.5839,"Revista Chilena de Neuropsicologia",1,49
10.13043,"Revista Desarrollo y Sociedad",1,11
10.13115,"Revista Dialogos",1,41
10.13086,"Revista Ecologia e Nutricao Florestal",1,7
10.12722,"Revista Educacao Agricola Superior - ABEAS",1,14
10.13083,"Revista Engenharia na Agricultura",1,274
10.7194,"Revista Especialidades",0,0
10.12819,"Revista FSA",1,71
10.12798,"Revista Fluminense de Odontologia  - International Journal of Science Dentistry  - RFO",0,0
10.13071,"Revista Gestao & Conexoes - Management and Connections Journal",1,11
10.5232,"Revista Internacional de Ciencias del Deporte",1,224
10.5783,"Revista Internacional de Relaciones Publicas",0,0
10.4185,"Revista Latina de Comunicacion Social",0,0
10.12802,"Revista Latinoamericana e Investigacion en Matematica Educativa RELIME",0,0
10.7550,"Revista Mexicana de Biodiversidad",1,137
10.6063,"Revista Motricidade",1,217
10.4181,"Revista Neurociencias",1,171
10.5579,"Revista Neuropsicologia Latinoamericana",1,19
10.4270,"Revista Universo Contabil",1,153
10.7594,"Revista da Biologia, Reitoria da Universidade de Sao Paulo",1,103
10.12818,"Revista da Faculdade de Direito da UFMG",1,23
10.12953,"Revista de Ciencia da Madeira",1,52
10.12979,"Revista de Contabilidade do Mestrado em Ciencias Contabeis da UERJ",1,1
10.11123,"Revista de Contabilidade e Organizacoes",0,0
10.5745,"Revista de Economia Aplicada",0,0
10.5205,"Revista de Enfermagem, UFPE Online",1,1133
10.7769,"Revista de Gestae e Secretariad",1,40
10.12721,"Revista de Tecnologia da Informacao e Comunicacao",1,34
10.4193,Rhinology,0,0
10.7250,"Riga Technical University",1,10
10.7434,"Risklab at University of Toronto",0,0
10.13052,"River Publishers",1,6
10.1216,"Rocky Mountain Mathematics Consortium",4,4203
10.12680,"Romanian Association of Balneology",1,43
10.4323,"Romanian Society of Legal Medicine",1,191
10.13055,"Ross Science Publishers",2,18
10.7751,"Royal Botanica Gardens and Domain Trust",2,35
10.3399,"Royal College of General Practitioners",1,2262
10.7861,"Royal College of Physicians",1,2507
10.4997,"Royal College of Physicians of Edinburgh",1,338
10.1192,"Royal College of Psychiatrists",4,51465
10.3940,"Royal Institution of Naval Architects",2,143
10.3318,"Royal Irish Academy",6,907
10.4205,"Royal Society of South Australia",0,0
10.1238,"Royal Swedish Academy of Sciences",0,0
10.7882,"Royal Zoological Society of New South Wales",1,187
10.5254,"Rubber Division, ACS",1,7074
10.9757,Rudecolombia,2,26
10.7758,"Russell Sage Foundation",0,0
10.12710,"Russian New University",1,36
10.11621,"Russian Psychological Society",1,147
10.7442,"Russian-British Institute of Managment",1,10
10.7862,"Rzeszow University of Technology",6,97
10.3813,"S. Hirzel Verlag",1,640
10.1159,"S. Karger AG",129,293475
10.4271,"SAE International",1,1
10.3845,SEE,2,1448
10.5621,"SF-TH, Inc.",1,137
10.3842,SIGMA,1,828
10.5569,"SIIS - Centro de Documentacion y Estudios",3,75
10.1685,"SIMAI (mEDRA)",1,1
10.3832,SISEF,2,629
10.3928,"SLACK, Inc.",16,9471
10.5233,"SNSPMS Bucharest",1,73
10.1117,"SPIE - International Society for Optical Engineering",12,25934
10.2461,"SPVS - Sociedade Portuguesa de Vida Selvagem",1,107
10.11152,"SRUMB - Romanian Society for Ultrasonography in Medicine and Biology",1,37
10.5593,"STEF92 Technology",0,0
10.6016,"SZD - Slovenian Medical Association",0,0
10.12663,"SZVT Research and Development Center",1,8
10.5900,"Sabanci University Information Center",1,40
10.7816,"Sada Institute",3,139
10.1177,"Sage Publications",784,1153343
10.1106,"Sage Publications  - Technomic Publishing Company",18,696
10.3317,"Sage Publications (JRAAS Limited)",0,0
10.4219,"Sage Publications (Prufrock Press, Inc.)",0,0
10.2968,"Sage Publications - Bulletin of the Atomic Scientists",0,0
10.4135,"Sage Publications - Reference E-Books",0,0
10.1528,"Sage Publications- Academy of Traumatology",0,0
10.1630,"Sage Publications-International Institute for Environment and Development",1,536
10.1622,"SagePublications - National Association of School Nurses",0,0
10.3331,"Salem Press Inc.",0,0
10.12742,Samtid,2,22
10.3843,"Sapiens Publishing, LTD",1,362
10.12974,"Savvy Science Publisher",0,0
10.12694,"Scalable Computing: Practice and Experience",1,8
10.5271,"Scaninavian Journal of Work, Environment, and Health",1,2413
10.1160,"Schattauer GmbH",4,3736
10.4338,"Schattauer GmbH (Applied Clinical Informatics)",1,154
10.5482,"Schattauer GmbH (Hamostaseologie)",1,86
10.3414,"Schattauer GmbH (Methods of Information in Medicine)",1,367
10.3413,"Schattauer GmbH (NuklearMedizin/NuclearMedicine)",1,212
10.12687,"Schattauer GmbH (Phlebologie)",1,18
10.3415,"Schattauer GmbH (Veterinary and Comparative Orthopaedics and Traumatology)",1,497
10.3735,"Schlager Group",0,0
10.7439,"Scholar Science Journals",7,577
10.4249,Scholarpedia,1,817
10.12695,"School of Business and Management, Institut Teknologui Bandung",4,228
10.1127,Schweizerbart,25,8434
10.7476,SciELO,0,0
10.1590,SciELO,366,228320
10.4067,"SciELO Comision Nacional de Investigacion Cientifica Y Tecnologica",99,34395
10.4016,"SciVee, Inc.",0,0
10.3128,Scidea,1,110
10.5430,"Sciedu Press",19,1551
10.3923,"Science Alert",146,37539
10.5251,"Science Hub",6,881
10.12945,"Science International Corporation",1,1
10.7237,"Science Journal Publications",2,14
10.3844,"Science Publications",27,7317
10.11648,"Science Publishing Group",43,253
10.3184,"Science Reviews 2000 LTD.",9,4761
10.2306,"Science Society of Thailand",1,1323
10.12691,"Science and Education Publishing Co., Ltd.",20,228
10.7463,"Science and Education of the Bauman MSTU",1,365
10.12731,"Science and Innovation Center",3,206
10.1360,"Science in China Press",14,5165
10.3360,"ScienceWise Publishing",0,0
10.9734,"Sciencedomain International",0,0
10.7561,"Scientific Annals of Computer Science",1,13
10.2224,"Scientific Journal Publishers",1,2591
10.7830,"Scientific Knowledge Press",0,0
10.12785,"Scientific Publishing Center",23,574
10.7708,"Scientific Research Center, Ltd. Belgrade",1,35
10.3986,"Scientific Research Centre ZRC-SAZU",3,359
10.4236,"Scientific Research Publishing, Inc.",231,23784
10.1094,"Scientific Societies",16,33907
10.5923,"Scientific and Academic Publishing",103,2455
10.3906,"Scientific and Technological Research Council of Turkey",12,178
10.12966,"Sciknow Publications",9,49
10.5220,Scitepress,0,0
10.5455,"ScopeMed International Medical Journal Managment and Indexing System",50,3590
10.7569,"Scrivener Publishing",3,43
10.11598,"Seameo Biotrop",0,0
10.12795,"Secretariado de Publicaciones Universidad de Sevilla",4,15
10.7175,"Seed SRL",1,17
10.1785,"Seismological Society",2,5472
10.4294,"Seismological Society of Japan",2,1149
10.3765,"Semantics and Pragmatics",1,44
10.7170,"Senologic International Society",1,26
10.6018,"Servicio de Publicaciones de la Universidad e Murcia",7,399
10.6023,"Shaghai Institute of Organic Chemistry",2,958
10.3788,"Shanghai Institute of Optics and Fine Mechanics",14,18492
10.7190,"Sheffield Hallam University",1,26
10.3132,"Sherborne Gibbs",1,119
10.7881,"Showa University Dental Society",1,101
10.11592,"Sia Tibit",1,9
10.13159,"Siirt Universitesi Sosyal Bilimler Enstitusu Dergisi",0,0
10.11622,"Singapore Medical Journal",1,129
10.4206,"Sistema de Bibliotecas UACH",6,1206
10.5566,"Slovenian Society for Stereology and Quantitative Image Analysis",1,315
10.4210,"Smith School of Enterprise and the Environment",0,0
10.5479,"Smithsonian Institution",15,6414
10.5962,"Smithsonian Institution Biodiversity Heritage Library",0,0
10.5766,"Social Entrepreneur Lauch Factor",0,0
10.2139,"Social Science Electronic Publishing",1,187985
10.7563,"Social Sciences Directory Limited",1,13
10.5546,"Sociedad Argentina de Pediatria",1,323
10.7811,"Sociedad Argentina de Radiologia",1,146
10.5554,"Sociedad Colombiana de Anestesiologia y Reanimacion",0,0
10.7149,"Sociedad Espanola de Optica",1,100
10.13042,"Sociedad Espanola de Pedagogia",0,0
10.7325,"Sociedad Espanola para la Conservacion y Estudio de los Mamiferos",1,24
10.7179,"Sociedad Iberoamericana de Pedagogia Social",1,24
10.5597,"Sociedad Latinoamericana de Especialistas en Mamiferos Acuaticos",1,172
10.5514,"Sociedad Mexicana de Analisis de la Conducta",1,301
10.5461,"Sociedad Mexicana de Medicina Conductual",1,16
10.5712,"Sociedade Brasileira de Medicina de Familia e Comunidade",1,92
10.4072,"Sociedade Brasileira de Paleontologia",1,285
10.5269,"Sociedade Paranaense de Matematica",1,176
10.3301,"Societa Geologica Italiana (mEDRA)",2,15
10.5692,"Societas Neurologica Japonica",1,1230
10.12961,"Societat Catalana de Seguretat I Medicina del Treball",0,0
10.7838,"Society fo e-Business Studies",1,123
10.7183,"Society for American Archaeology",2,265
10.1366,"Society for Applied Spectroscopy",1,10733
10.3756,"Society for Art and Science",1,179
10.1900,"Society for Biomedical Diabetes Research",1,247
10.3181,"Society for Experimental Biology and Medicine",0,0
10.1099,"Society for General Microbiology",6,47326
10.4189,"Society for Human Environmental Studies",1,182
10.2352,"Society for Imaging Science & Technology",1,477
10.1137,"Society for Industrial and Applied Mathematics",23,42278
10.1889,"Society for Information Display",0,0
10.1189,"Society for Leukocyte Biology",1,3023
10.1523,"Society for Neuroscience",1,14956
10.2350,"Society for Pediatric Pathology",1,807
10.2110,"Society for Sedimentary Geology",3,8845
10.5243,"Society for Social Work and Research, Inc.",1,51
10.3723,"Society for Underwater Technology",1,329
10.1901,"Society for the Experimental Analysis of Behavior",2,7106
10.1095,"Society for the Study of Reproduction",1,12689
10.6003,"Society of Academy of Dermatology in Turkey",1,37
10.4247,"Society of Adaptive Science in Taiwan",1,67
10.2978,"Society of Advanced Science",1,1320
10.4029,"Society of Advocates for Sustainable Environment",1,90
10.5849,"Society of American Foresters",5,326
10.9750,"Society of Antiquaries of Scotland",0,0
10.3951,"Society of Biomechanisms Japan",2,284
10.7315,"Society of CAD/CAM Engineers",1,72
10.2477,"Society of Computer Chemistry, Japan",2,445
10.5107,"Society of Cosmetic Chemists of Japan",2,923
10.5382,"Society of Economic Geologists",0,0
10.5956,"Society of Environmental Conservation Engineering",1,5635
10.7462,"Society of Exploration Geophysicists",0,0
10.1190,"Society of Exploration Geophysicists",3,16601
10.2115,"Society of Fiber Science & Technology Japan",3,11081
10.5636,"Society of Geomagnetism and Earth, Planetary and Space Sciences",1,2658
10.13036,"Society of Glass Technology",0,0
10.7879,"Society of Indoor Environment Japan",1,15
10.11639,"Society of Japan Science Teaching",0,0
10.5594,"Society of Motion Picture and Television Engineers",1,18191
10.2967,"Society of Nuclear Medicine",2,2365
10.2118,"Society of Petroleum Engineers",16,14926
10.7122,"Society of Petroleum Engineers - Carbon Management Technology Conference",0,0
10.2523,"Society of Petroleum Engineers International Petroleum Technology Conference",0,0
10.4043,"Society of Petroleum Engineers Offshore Technology Conference",0,0
10.1295,"Society of Polymer Science, Japan",3,15246
10.1122,"Society of Rheology",1,3464
10.1678,"Society of Rheology Japan",1,498
10.5153,"Sociological Research Online",1,917
10.3392,"Sociotechnology Research Network - Shakai Gijutsu Kenkyuukai",1,240
10.5019,"Soft Computing and Intelligent Information Systems",1,158
10.2136,"Soil Science Society of America",4,18836
10.2489,"Soil and Water Conservation Society",1,615
10.5376,"Sophia Publishing Group, Inc.",53,760
10.12780,"Sosyal Bilimler Dergisi",1,176
10.4284,"Southern Economic Association",1,277
10.5655,"Southern Med Review",1,18
10.13175,"Southwest Journal of Pulmonary and Critical Care",1,10
10.3892,"Spandidos Publications",8,10635
10.5261,"Spanish Journal of Rural Development",1,193
10.3315,"Specjalisci Dermatolodzy",1,144
10.5563,"Speleobiology Notes",0,0
10.4245,"Spontaneous Generations",1,101
10.1251,"Springer (Biological Procedures Online)",0,0
10.1186,"Springer (Biomed Central Ltd.)",402,188200
10.4076,"Springer (Cases Network, Ltd.)",0,0
10.1114,"Springer (Kluwer Academic Publishers - Biomedical Engineering Society (BMES))",1,110
10.1023,"Springer (Kluwer Academic Publishers)",133,5797
10.5819,"Springer - (backfiles)",0,0
10.1361,"Springer - ASM International",0,0
10.1379,"Springer - Cell Stress Society International",0,0
10.1065,"Springer - Ecomed Publishers",4,950
10.1381,"Springer - FD Communications",1,20
10.7603,"Springer - Global Science Journals",2,23
